REF_AREA,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REF_DATE
Germany,Under-five deaths,Male,2002-06,2106,Number of deaths,2002.5
Germany,Under-five deaths,Male,2003-06,2022,Number of deaths,2003.5
Germany,Under-five deaths,Male,2004-06,1941,Number of deaths,2004.5
Germany,Under-five deaths,Male,2005-06,1865,Number of deaths,2005.5
Germany,Under-five deaths,Male,2006-06,1794,Number of deaths,2006.5
Germany,Under-five deaths,Male,2007-06,1730,Number of deaths,2007.5
Germany,Under-five deaths,Male,2008-06,1672,Number of deaths,2008.5
Germany,Under-five deaths,Male,2009-06,1622,Number of deaths,2009.5
Germany,Under-five deaths,Male,2010-06,1582,Number of deaths,2010.5
Germany,Under-five deaths,Male,2011-06,1553,Number of deaths,2011.5
Germany,Under-five deaths,Male,2012-06,1536,Number of deaths,2012.5
Germany,Under-five deaths,Male,2013-06,1531,Number of deaths,2013.5
Germany,Under-five deaths,Male,2014-06,1535,Number of deaths,2014.5
Germany,Under-five deaths,Male,2015-06,1547,Number of deaths,2015.5
Germany,Under-five deaths,Male,2016-06,1559,Number of deaths,2016.5
Germany,Under-five deaths,Male,2017-06,1565,Number of deaths,2017.5
Germany,Under-five deaths,Male,2018-06,1558,Number of deaths,2018.5
Germany,Under-five deaths,Total,1973-06,21467,Number of deaths,1973.5
Germany,Under-five deaths,Total,1974-06,19442,Number of deaths,1974.5
Germany,Under-five deaths,Total,1975-06,17655,Number of deaths,1975.5
Germany,Under-five deaths,Total,1976-06,16141,Number of deaths,1976.5
Germany,Under-five deaths,Total,1977-06,14877,Number of deaths,1977.5
Germany,Under-five deaths,Total,1978-06,13811,Number of deaths,1978.5
Germany,Under-five deaths,Total,1979-06,12904,Number of deaths,1979.5
Germany,Under-five deaths,Total,1980-06,12121,Number of deaths,1980.5
Germany,Under-five deaths,Total,1981-06,11440,Number of deaths,1981.5
Germany,Under-five deaths,Total,1982-06,10841,Number of deaths,1982.5
Germany,Under-five deaths,Total,1983-06,10313,Number of deaths,1983.5
Germany,Under-five deaths,Total,1984-06,9841,Number of deaths,1984.5
Germany,Under-five deaths,Total,1985-06,9411,Number of deaths,1985.5
Germany,Under-five deaths,Total,1986-06,8989,Number of deaths,1986.5
Germany,Under-five deaths,Total,1987-06,8554,Number of deaths,1987.5
Germany,Under-five deaths,Total,1988-06,8098,Number of deaths,1988.5
Germany,Under-five deaths,Total,1989-06,7621,Number of deaths,1989.5
Germany,Under-five deaths,Total,1990-06,7129,Number of deaths,1990.5
Germany,Under-five deaths,Total,1991-06,6643,Number of deaths,1991.5
Germany,Under-five deaths,Total,1992-06,6184,Number of deaths,1992.5
Germany,Under-five deaths,Total,1993-06,5770,Number of deaths,1993.5
Germany,Under-five deaths,Total,1994-06,5411,Number of deaths,1994.5
Germany,Under-five deaths,Total,1995-06,5105,Number of deaths,1995.5
Germany,Under-five deaths,Total,1996-06,4843,Number of deaths,1996.5
Germany,Under-five deaths,Total,1997-06,4616,Number of deaths,1997.5
Germany,Under-five deaths,Total,1998-06,4412,Number of deaths,1998.5
Germany,Under-five deaths,Total,1999-06,4226,Number of deaths,1999.5
Germany,Under-five deaths,Total,2000-06,4054,Number of deaths,2000.5
Germany,Under-five deaths,Total,2001-06,3892,Number of deaths,2001.5
Germany,Under-five deaths,Total,2002-06,3738,Number of deaths,2002.5
Germany,Under-five deaths,Total,2003-06,3591,Number of deaths,2003.5
Germany,Under-five deaths,Total,2004-06,3449,Number of deaths,2004.5
Germany,Under-five deaths,Total,2005-06,3314,Number of deaths,2005.5
Germany,Under-five deaths,Total,2006-06,3189,Number of deaths,2006.5
Germany,Under-five deaths,Total,2007-06,3075,Number of deaths,2007.5
Germany,Under-five deaths,Total,2008-06,2975,Number of deaths,2008.5
Germany,Under-five deaths,Total,2009-06,2890,Number of deaths,2009.5
Germany,Under-five deaths,Total,2010-06,2824,Number of deaths,2010.5
Germany,Under-five deaths,Total,2011-06,2779,Number of deaths,2011.5
Germany,Under-five deaths,Total,2012-06,2754,Number of deaths,2012.5
Germany,Under-five deaths,Total,2013-06,2749,Number of deaths,2013.5
Germany,Under-five deaths,Total,2014-06,2762,Number of deaths,2014.5
Germany,Under-five deaths,Total,2015-06,2787,Number of deaths,2015.5
Germany,Under-five deaths,Total,2016-06,2809,Number of deaths,2016.5
Germany,Under-five deaths,Total,2017-06,2819,Number of deaths,2017.5
Germany,Under-five deaths,Total,2018-06,2807,Number of deaths,2018.5
Germany,Under-five mortality rate,Female,1968-06,23.51714835,Deaths per 1000 live births,1968.5
Germany,Under-five mortality rate,Female,1969-06,22.83363705,Deaths per 1000 live births,1969.5
Germany,Under-five mortality rate,Female,1970-06,22.17915429,Deaths per 1000 live births,1970.5
Germany,Under-five mortality rate,Female,1971-06,21.50419608,Deaths per 1000 live births,1971.5
Germany,Under-five mortality rate,Female,1972-06,20.73089419,Deaths per 1000 live births,1972.5
Germany,Under-five mortality rate,Female,1973-06,19.84288358,Deaths per 1000 live births,1973.5
Germany,Under-five mortality rate,Female,1974-06,18.93323766,Deaths per 1000 live births,1974.5
Germany,Under-five mortality rate,Female,1975-06,17.95981953,Deaths per 1000 live births,1975.5
Germany,Under-five mortality rate,Female,1976-06,16.90619295,Deaths per 1000 live births,1976.5
Germany,Under-five mortality rate,Female,1977-06,15.85955751,Deaths per 1000 live births,1977.5
Germany,Under-five mortality rate,Female,1978-06,14.84794208,Deaths per 1000 live births,1978.5
Germany,Under-five mortality rate,Female,1979-06,13.90806423,Deaths per 1000 live births,1979.5
Germany,Under-five mortality rate,Female,1980-06,13.05200111,Deaths per 1000 live births,1980.5
Germany,Under-five mortality rate,Female,1981-06,12.24670891,Deaths per 1000 live births,1981.5
Germany,Under-five mortality rate,Female,1982-06,11.52587141,Deaths per 1000 live births,1982.5
Germany,Under-five mortality rate,Female,1983-06,10.86906179,Deaths per 1000 live births,1983.5
Germany,Under-five mortality rate,Female,1984-06,10.27156077,Deaths per 1000 live births,1984.5
Germany,Under-five mortality rate,Female,1985-06,9.732370179,Deaths per 1000 live births,1985.5
Germany,Under-five mortality rate,Female,1986-06,9.206630166,Deaths per 1000 live births,1986.5
Germany,Under-five mortality rate,Female,1987-06,8.723695095,Deaths per 1000 live births,1987.5
Germany,Under-five mortality rate,Female,1988-06,8.24821927,Deaths per 1000 live births,1988.5
Germany,Under-five mortality rate,Female,1989-06,7.834683695,Deaths per 1000 live births,1989.5
Germany,Under-five mortality rate,Female,1990-06,7.415744348,Deaths per 1000 live births,1990.5
Germany,Under-five mortality rate,Female,1991-06,7.017352508,Deaths per 1000 live births,1991.5
Germany,Under-five mortality rate,Female,1992-06,6.666253749,Deaths per 1000 live births,1992.5
Germany,Under-five mortality rate,Female,1993-06,6.30472526,Deaths per 1000 live births,1993.5
Germany,Under-five mortality rate,Female,1994-06,5.980659457,Deaths per 1000 live births,1994.5
Germany,Under-five mortality rate,Female,1995-06,5.719224126,Deaths per 1000 live births,1995.5
Germany,Under-five mortality rate,Female,1996-06,5.468831008,Deaths per 1000 live births,1996.5
Germany,Under-five mortality rate,Female,1997-06,5.252492536,Deaths per 1000 live births,1997.5
Germany,Under-five mortality rate,Female,1998-06,5.066083508,Deaths per 1000 live births,1998.5
Germany,Under-five mortality rate,Female,1999-06,4.916585048,Deaths per 1000 live births,1999.5
Germany,Under-five mortality rate,Female,2000-06,4.781406126,Deaths per 1000 live births,2000.5
Germany,Under-five mortality rate,Female,2001-06,4.664580137,Deaths per 1000 live births,2001.5
Germany,Under-five mortality rate,Female,2002-06,4.567417367,Deaths per 1000 live births,2002.5
Germany,Under-five mortality rate,Female,2003-06,4.462937237,Deaths per 1000 live births,2003.5
Germany,Under-five mortality rate,Female,2004-06,4.359945994,Deaths per 1000 live births,2004.5
Germany,Under-five mortality rate,Female,2005-06,4.249225078,Deaths per 1000 live births,2005.5
Germany,Under-five mortality rate,Female,2006-06,4.143271141,Deaths per 1000 live births,2006.5
Germany,Under-five mortality rate,Female,2007-06,4.035264603,Deaths per 1000 live births,2007.5
Germany,Under-five mortality rate,Female,2008-06,3.936537176,Deaths per 1000 live births,2008.5
Germany,Under-five mortality rate,Female,2009-06,3.848172515,Deaths per 1000 live births,2009.5
Germany,Under-five mortality rate,Female,2010-06,3.77443573,Deaths per 1000 live births,2010.5
Germany,Under-five mortality rate,Female,2011-06,3.708866371,Deaths per 1000 live births,2011.5
Germany,Under-five mortality rate,Female,2012-06,3.65147812,Deaths per 1000 live births,2012.5
Germany,Under-five mortality rate,Female,2013-06,3.59890324,Deaths per 1000 live births,2013.5
Germany,Under-five mortality rate,Female,2014-06,3.558024431,Deaths per 1000 live births,2014.5
Germany,Under-five mortality rate,Female,2015-06,3.521542602,Deaths per 1000 live births,2015.5
Germany,Under-five mortality rate,Female,2016-06,3.473454722,Deaths per 1000 live births,2016.5
Germany,Under-five mortality rate,Female,2017-06,3.414670958,Deaths per 1000 live births,2017.5
Germany,Under-five mortality rate,Female,2018-06,3.345321043,Deaths per 1000 live births,2018.5
Germany,Under-five mortality rate,Male,1968-06,30.65198682,Deaths per 1000 live births,1968.5
Germany,Under-five mortality rate,Male,1969-06,29.81852765,Deaths per 1000 live births,1969.5
Germany,Under-five mortality rate,Male,1970-06,28.97175078,Deaths per 1000 live births,1970.5
Germany,Under-five mortality rate,Male,1971-06,28.07275541,Deaths per 1000 live births,1971.5
Germany,Under-five mortality rate,Male,1972-06,27.13617616,Deaths per 1000 live births,1972.5
Germany,Under-five mortality rate,Male,1973-06,26.11010319,Deaths per 1000 live births,1973.5
Germany,Under-five mortality rate,Male,1974-06,24.8664006,Deaths per 1000 live births,1974.5
Germany,Under-five mortality rate,Male,1975-06,23.47069436,Deaths per 1000 live births,1975.5
Germany,Under-five mortality rate,Male,1976-06,22.04954301,Deaths per 1000 live births,1976.5
Germany,Under-five mortality rate,Male,1977-06,20.6378898,Deaths per 1000 live births,1977.5
Germany,Under-five mortality rate,Male,1978-06,19.29188006,Deaths per 1000 live births,1978.5
Germany,Under-five mortality rate,Male,1979-06,18.03093392,Deaths per 1000 live births,1979.5
Germany,Under-five mortality rate,Male,1980-06,16.86144997,Deaths per 1000 live births,1980.5
Germany,Under-five mortality rate,Male,1981-06,15.81272361,Deaths per 1000 live births,1981.5
Germany,Under-five mortality rate,Male,1982-06,14.83876734,Deaths per 1000 live births,1982.5
Germany,Under-five mortality rate,Male,1983-06,13.96415472,Deaths per 1000 live births,1983.5
Germany,Under-five mortality rate,Male,1984-06,13.18783748,Deaths per 1000 live births,1984.5
Germany,Under-five mortality rate,Male,1985-06,12.49866991,Deaths per 1000 live births,1985.5
Germany,Under-five mortality rate,Male,1986-06,11.89528022,Deaths per 1000 live births,1986.5
Germany,Under-five mortality rate,Male,1987-06,11.30836801,Deaths per 1000 live births,1987.5
Germany,Under-five mortality rate,Male,1988-06,10.75357626,Deaths per 1000 live births,1988.5
Germany,Under-five mortality rate,Male,1989-06,10.15733615,Deaths per 1000 live births,1989.5
Germany,Under-five mortality rate,Male,1990-06,9.581210369,Deaths per 1000 live births,1990.5
Germany,Under-five mortality rate,Male,1991-06,9.020936771,Deaths per 1000 live births,1991.5
Germany,Under-five mortality rate,Male,1992-06,8.467532165,Deaths per 1000 live births,1992.5
Germany,Under-five mortality rate,Male,1993-06,7.990463623,Deaths per 1000 live births,1993.5
Germany,Under-five mortality rate,Male,1994-06,7.564810854,Deaths per 1000 live births,1994.5
Germany,Under-five mortality rate,Male,1995-06,7.168776202,Deaths per 1000 live births,1995.5
Germany,Under-five mortality rate,Male,1996-06,6.842078637,Deaths per 1000 live births,1996.5
Germany,Under-five mortality rate,Male,1997-06,6.558803066,Deaths per 1000 live births,1997.5
Germany,Under-five mortality rate,Male,1998-06,6.311067018,Deaths per 1000 live births,1998.5
Germany,Under-five mortality rate,Male,1999-06,6.087653081,Deaths per 1000 live births,1999.5
Germany,Under-five mortality rate,Male,2000-06,5.904148292,Deaths per 1000 live births,2000.5
Germany,Under-five mortality rate,Male,2001-06,5.742882834,Deaths per 1000 live births,2001.5
Germany,Under-five mortality rate,Male,2002-06,5.588828921,Deaths per 1000 live births,2002.5
Germany,Under-five mortality rate,Male,2003-06,5.456462707,Deaths per 1000 live births,2003.5
Germany,Under-five mortality rate,Male,2004-06,5.321910693,Deaths per 1000 live births,2004.5
Germany,Under-five mortality rate,Male,2005-06,5.190218009,Deaths per 1000 live births,2005.5
Germany,Under-five mortality rate,Male,2006-06,5.052522868,Deaths per 1000 live births,2006.5
Germany,Under-five mortality rate,Male,2007-06,4.923312192,Deaths per 1000 live births,2007.5
Germany,Under-five mortality rate,Male,2008-06,4.795728282,Deaths per 1000 live births,2008.5
Germany,Under-five mortality rate,Male,2009-06,4.674304419,Deaths per 1000 live births,2009.5
Germany,Under-five mortality rate,Male,2010-06,4.56108844,Deaths per 1000 live births,2010.5
Germany,Under-five mortality rate,Male,2011-06,4.459991647,Deaths per 1000 live births,2011.5
Germany,Under-five mortality rate,Male,2012-06,4.371043272,Deaths per 1000 live births,2012.5
Germany,Under-five mortality rate,Male,2013-06,4.296911093,Deaths per 1000 live births,2013.5
Germany,Under-five mortality rate,Male,2014-06,4.230330709,Deaths per 1000 live births,2014.5
Germany,Under-five mortality rate,Male,2015-06,4.173089575,Deaths per 1000 live births,2015.5
Germany,Under-five mortality rate,Male,2016-06,4.118191035,Deaths per 1000 live births,2016.5
Germany,Under-five mortality rate,Male,2017-06,4.047303001,Deaths per 1000 live births,2017.5
Germany,Under-five mortality rate,Male,2018-06,3.964633389,Deaths per 1000 live births,2018.5
Germany,Under-five mortality rate,Total,1968-06,27.17478828,Deaths per 1000 live births,1968.5
Germany,Under-five mortality rate,Total,1969-06,26.41482975,Deaths per 1000 live births,1969.5
Germany,Under-five mortality rate,Total,1970-06,25.65794449,Deaths per 1000 live births,1970.5
Germany,Under-five mortality rate,Total,1971-06,24.86648275,Deaths per 1000 live births,1971.5
Germany,Under-five mortality rate,Total,1972-06,24.01093065,Deaths per 1000 live births,1972.5
Germany,Under-five mortality rate,Total,1973-06,23.04983923,Deaths per 1000 live births,1973.5
Germany,Under-five mortality rate,Total,1974-06,21.97379016,Deaths per 1000 live births,1974.5
Germany,Under-five mortality rate,Total,1975-06,20.78236394,Deaths per 1000 live births,1975.5
Germany,Under-five mortality rate,Total,1976-06,19.54035226,Deaths per 1000 live births,1976.5
Germany,Under-five mortality rate,Total,1977-06,18.30657068,Deaths per 1000 live births,1977.5
Germany,Under-five mortality rate,Total,1978-06,17.12301286,Deaths per 1000 live births,1978.5
Germany,Under-five mortality rate,Total,1979-06,16.02068324,Deaths per 1000 live births,1979.5
Germany,Under-five mortality rate,Total,1980-06,15.00224528,Deaths per 1000 live births,1980.5
Germany,Under-five mortality rate,Total,1981-06,14.07231419,Deaths per 1000 live births,1981.5
Germany,Under-five mortality rate,Total,1982-06,13.22339886,Deaths per 1000 live births,1982.5
Germany,Under-five mortality rate,Total,1983-06,12.45587823,Deaths per 1000 live births,1983.5
Germany,Under-five mortality rate,Total,1984-06,11.76513427,Deaths per 1000 live births,1984.5
Germany,Under-five mortality rate,Total,1985-06,11.14975588,Deaths per 1000 live births,1985.5
Germany,Under-five mortality rate,Total,1986-06,10.58287377,Deaths per 1000 live births,1986.5
Germany,Under-five mortality rate,Total,1987-06,10.04809435,Deaths per 1000 live births,1987.5
Germany,Under-five mortality rate,Total,1988-06,9.530115962,Deaths per 1000 live births,1988.5
Germany,Under-five mortality rate,Total,1989-06,9.024584187,Deaths per 1000 live births,1989.5
Germany,Under-five mortality rate,Total,1990-06,8.525688907,Deaths per 1000 live births,1990.5
Germany,Under-five mortality rate,Total,1991-06,8.044241441,Deaths per 1000 live births,1991.5
Germany,Under-five mortality rate,Total,1992-06,7.587767216,Deaths per 1000 live births,1992.5
Germany,Under-five mortality rate,Total,1993-06,7.168334137,Deaths per 1000 live births,1993.5
Germany,Under-five mortality rate,Total,1994-06,6.792456107,Deaths per 1000 live births,1994.5
Germany,Under-five mortality rate,Total,1995-06,6.461950149,Deaths per 1000 live births,1995.5
Germany,Under-five mortality rate,Total,1996-06,6.172751652,Deaths per 1000 live births,1996.5
Germany,Under-five mortality rate,Total,1997-06,5.921366751,Deaths per 1000 live births,1997.5
Germany,Under-five mortality rate,Total,1998-06,5.703566012,Deaths per 1000 live births,1998.5
Germany,Under-five mortality rate,Total,1999-06,5.516511249,Deaths per 1000 live births,1999.5
Germany,Under-five mortality rate,Total,2000-06,5.356519386,Deaths per 1000 live births,2000.5
Germany,Under-five mortality rate,Total,2001-06,5.216817349,Deaths per 1000 live births,2001.5
Germany,Under-five mortality rate,Total,2002-06,5.090741499,Deaths per 1000 live births,2002.5
Germany,Under-five mortality rate,Total,2003-06,4.971487749,Deaths per 1000 live births,2003.5
Germany,Under-five mortality rate,Total,2004-06,4.852846441,Deaths per 1000 live births,2004.5
Germany,Under-five mortality rate,Total,2005-06,4.731245005,Deaths per 1000 live births,2005.5
Germany,Under-five mortality rate,Total,2006-06,4.609977416,Deaths per 1000 live births,2006.5
Germany,Under-five mortality rate,Total,2007-06,4.490592662,Deaths per 1000 live births,2007.5
Germany,Under-five mortality rate,Total,2008-06,4.377049182,Deaths per 1000 live births,2008.5
Germany,Under-five mortality rate,Total,2009-06,4.272079,Deaths per 1000 live births,2009.5
Germany,Under-five mortality rate,Total,2010-06,4.178109058,Deaths per 1000 live births,2010.5
Germany,Under-five mortality rate,Total,2011-06,4.09425421,Deaths per 1000 live births,2011.5
Germany,Under-five mortality rate,Total,2012-06,4.020650865,Deaths per 1000 live births,2012.5
Germany,Under-five mortality rate,Total,2013-06,3.956425761,Deaths per 1000 live births,2013.5
Germany,Under-five mortality rate,Total,2014-06,3.902366432,Deaths per 1000 live births,2014.5
Germany,Under-five mortality rate,Total,2015-06,3.855578156,Deaths per 1000 live births,2015.5
Germany,Under-five mortality rate,Total,2016-06,3.803869343,Deaths per 1000 live births,2016.5
Germany,Under-five mortality rate,Total,2017-06,3.740204859,Deaths per 1000 live births,2017.5
Germany,Under-five mortality rate,Total,2018-06,3.660457125,Deaths per 1000 live births,2018.5
Germany,Under-five mortality rate,Female,2016-07,,Deaths per 1000 live births,2016.5
Germany,Under-five mortality rate,Female,2015-07,3.703350186,Deaths per 1000 live births,2015.5
Germany,Under-five mortality rate,Female,2014-07,3.564503458,Deaths per 1000 live births,2014.5
Germany,Under-five mortality rate,Female,2013-07,3.537609373,Deaths per 1000 live births,2013.5
Germany,Under-five mortality rate,Female,2012-07,3.592654633,Deaths per 1000 live births,2012.5
Germany,Under-five mortality rate,Female,2011-07,3.854935405,Deaths per 1000 live births,2011.5
Germany,Under-five mortality rate,Female,2010-07,3.792397808,Deaths per 1000 live births,2010.5
Germany,Under-five mortality rate,Female,2009-07,3.664072863,Deaths per 1000 live births,2009.5
Germany,Under-five mortality rate,Female,2008-07,3.835466921,Deaths per 1000 live births,2008.5
Germany,Under-five mortality rate,Female,2007-07,4.157739107,Deaths per 1000 live births,2007.5
Germany,Under-five mortality rate,Female,2006-07,4.113961999,Deaths per 1000 live births,2006.5
Germany,Under-five mortality rate,Female,2005-07,4.138937454,Deaths per 1000 live births,2005.5
Germany,Under-five mortality rate,Female,2004-07,4.5327699,Deaths per 1000 live births,2004.5
Germany,Under-five mortality rate,Female,2003-07,4.508393584,Deaths per 1000 live births,2003.5
Germany,Under-five mortality rate,Female,2002-07,4.782581375,Deaths per 1000 live births,2002.5
Germany,Under-five mortality rate,Female,2001-07,4.570580685,Deaths per 1000 live births,2001.5
Germany,Under-five mortality rate,Female,2000-07,4.697059003,Deaths per 1000 live births,2000.5
Germany,Under-five mortality rate,Female,1999-07,4.858641538,Deaths per 1000 live births,1999.5
Germany,Under-five mortality rate,Female,1998-07,5.029366064,Deaths per 1000 live births,1998.5
Germany,Under-five mortality rate,Female,1997-07,5.300487082,Deaths per 1000 live births,1997.5
Germany,Under-five mortality rate,Female,1996-07,5.427351657,Deaths per 1000 live births,1996.5
Germany,Under-five mortality rate,Female,1995-07,5.651706575,Deaths per 1000 live births,1995.5
Germany,Under-five mortality rate,Female,1994-07,6.075218945,Deaths per 1000 live births,1994.5
Germany,Under-five mortality rate,Female,1993-07,6.196330508,Deaths per 1000 live births,1993.5
Germany,Under-five mortality rate,Female,1992-07,6.533131993,Deaths per 1000 live births,1992.5
Germany,Under-five mortality rate,Female,1991-07,7.111083946,Deaths per 1000 live births,1991.5
Germany,Under-five mortality rate,Female,1990-07,7.672996333,Deaths per 1000 live births,1990.5
Germany,Under-five mortality rate,Female,1989-07,7.648731005,Deaths per 1000 live births,1989.5
Germany,Under-five mortality rate,Female,1988-07,8.113928781,Deaths per 1000 live births,1988.5
Germany,Under-five mortality rate,Female,1987-07,8.79895689,Deaths per 1000 live births,1987.5
Germany,Under-five mortality rate,Female,1986-07,9.308495537,Deaths per 1000 live births,1986.5
Germany,Under-five mortality rate,Female,1985-07,9.720246658,Deaths per 1000 live births,1985.5
Germany,Under-five mortality rate,Female,1984-07,10.18132583,Deaths per 1000 live births,1984.5
Germany,Under-five mortality rate,Female,1983-07,10.72875544,Deaths per 1000 live births,1983.5
Germany,Under-five mortality rate,Female,1982-07,11.59327055,Deaths per 1000 live births,1982.5
Germany,Under-five mortality rate,Female,1981-07,12.23470363,Deaths per 1000 live births,1981.5
Germany,Under-five mortality rate,Female,1980-07,13.3396205,Deaths per 1000 live births,1980.5
Germany,Under-five mortality rate,Female,1978-07,14.66773071,Deaths per 1000 live births,1978.5
Germany,Under-five mortality rate,Female,1977-07,15.15576193,Deaths per 1000 live births,1977.5
Germany,Under-five mortality rate,Female,1976-07,16.87396505,Deaths per 1000 live births,1976.5
Germany,Under-five mortality rate,Female,1975-07,18.82756992,Deaths per 1000 live births,1975.5
Germany,Under-five mortality rate,Female,1974-07,19.5338266,Deaths per 1000 live births,1974.5
Germany,Under-five mortality rate,Female,1973-07,19.82477565,Deaths per 1000 live births,1973.5
Germany,Under-five mortality rate,Female,1972-07,20.09720145,Deaths per 1000 live births,1972.5
Germany,Under-five mortality rate,Female,1971-07,22.00907777,Deaths per 1000 live births,1971.5
Germany,Under-five mortality rate,Female,1970-07,22.02655739,Deaths per 1000 live births,1970.5
Germany,Under-five mortality rate,Female,1969-07,22.37435605,Deaths per 1000 live births,1969.5
Germany,Under-five mortality rate,Male,2016-07,,Deaths per 1000 live births,2016.5
Germany,Under-five mortality rate,Male,2015-07,4.160571469,Deaths per 1000 live births,2015.5
Germany,Under-five mortality rate,Male,2014-07,4.120373211,Deaths per 1000 live births,2014.5
Germany,Under-five mortality rate,Male,2013-07,4.337127459,Deaths per 1000 live births,2013.5
Germany,Under-five mortality rate,Male,2012-07,4.191249002,Deaths per 1000 live births,2012.5
Germany,Under-five mortality rate,Male,2011-07,4.633188465,Deaths per 1000 live births,2011.5
Germany,Under-five mortality rate,Male,2010-07,4.488026498,Deaths per 1000 live births,2010.5
Germany,Under-five mortality rate,Male,2009-07,4.743858669,Deaths per 1000 live births,2009.5
Germany,Under-five mortality rate,Male,2008-07,4.71387821,Deaths per 1000 live births,2008.5
Germany,Under-five mortality rate,Male,2007-07,5.166028956,Deaths per 1000 live births,2007.5
Germany,Under-five mortality rate,Male,2006-07,4.903055242,Deaths per 1000 live births,2006.5
Germany,Under-five mortality rate,Male,2005-07,5.203960301,Deaths per 1000 live births,2005.5
Germany,Under-five mortality rate,Male,2004-07,5.339217161,Deaths per 1000 live births,2004.5
Germany,Under-five mortality rate,Male,2003-07,5.59639797,Deaths per 1000 live births,2003.5
Germany,Under-five mortality rate,Male,2002-07,5.347572943,Deaths per 1000 live births,2002.5
Germany,Under-five mortality rate,Male,2001-07,5.801128981,Deaths per 1000 live births,2001.5
Germany,Under-five mortality rate,Male,2000-07,5.90299685,Deaths per 1000 live births,2000.5
Germany,Under-five mortality rate,Male,1999-07,6.077426378,Deaths per 1000 live births,1999.5
Germany,Under-five mortality rate,Male,1998-07,6.216376266,Deaths per 1000 live births,1998.5
Germany,Under-five mortality rate,Male,1997-07,6.689061482,Deaths per 1000 live births,1997.5
Germany,Under-five mortality rate,Male,1996-07,6.772863328,Deaths per 1000 live births,1996.5
Germany,Under-five mortality rate,Male,1995-07,7.252955438,Deaths per 1000 live births,1995.5
Germany,Under-five mortality rate,Male,1994-07,7.46144191,Deaths per 1000 live births,1994.5
Germany,Under-five mortality rate,Male,1993-07,7.921516083,Deaths per 1000 live births,1993.5
Germany,Under-five mortality rate,Male,1992-07,8.261854649,Deaths per 1000 live births,1992.5
Germany,Under-five mortality rate,Male,1991-07,9.073860706,Deaths per 1000 live births,1991.5
Germany,Under-five mortality rate,Male,1990-07,10.02018219,Deaths per 1000 live births,1990.5
Germany,Under-five mortality rate,Male,1989-07,10.1072856,Deaths per 1000 live births,1989.5
Germany,Under-five mortality rate,Male,1988-07,10.82657139,Deaths per 1000 live births,1988.5
Germany,Under-five mortality rate,Male,1987-07,11.59960149,Deaths per 1000 live births,1987.5
Germany,Under-five mortality rate,Male,1986-07,12.00322437,Deaths per 1000 live births,1986.5
Germany,Under-five mortality rate,Male,1985-07,12.24922032,Deaths per 1000 live births,1985.5
Germany,Under-five mortality rate,Male,1984-07,12.8661487,Deaths per 1000 live births,1984.5
Germany,Under-five mortality rate,Male,1983-07,13.74466802,Deaths per 1000 live births,1983.5
Germany,Under-five mortality rate,Male,1982-07,14.95040926,Deaths per 1000 live births,1982.5
Germany,Under-five mortality rate,Male,1981-07,15.77350565,Deaths per 1000 live births,1981.5
Germany,Under-five mortality rate,Male,1980-07,17.00984663,Deaths per 1000 live births,1980.5
Germany,Under-five mortality rate,Male,1978-07,19.10428886,Deaths per 1000 live births,1978.5
Germany,Under-five mortality rate,Male,1977-07,19.77136693,Deaths per 1000 live births,1977.5
Germany,Under-five mortality rate,Male,1976-07,22.00564079,Deaths per 1000 live births,1976.5
Germany,Under-five mortality rate,Male,1975-07,24.27188536,Deaths per 1000 live births,1975.5
Germany,Under-five mortality rate,Male,1974-07,25.85306307,Deaths per 1000 live births,1974.5
Germany,Under-five mortality rate,Male,1973-07,26.57311875,Deaths per 1000 live births,1973.5
Germany,Under-five mortality rate,Male,1972-07,26.25036646,Deaths per 1000 live births,1972.5
Germany,Under-five mortality rate,Male,1971-07,28.6037577,Deaths per 1000 live births,1971.5
Germany,Under-five mortality rate,Male,1970-07,28.76817062,Deaths per 1000 live births,1970.5
Germany,Under-five mortality rate,Male,1969-07,29.34603683,Deaths per 1000 live births,1969.5
Germany,Under-five mortality rate,Total,2015-07,3.9381,Deaths per 1000 live births,2015.5
Germany,Under-five mortality rate,Total,2014-07,3.849699,Deaths per 1000 live births,2014.5
Germany,Under-five mortality rate,Total,2013-07,3.947856,Deaths per 1000 live births,2013.5
Germany,Under-five mortality rate,Total,2012-07,3.89972,Deaths per 1000 live births,2012.5
Germany,Under-five mortality rate,Total,2011-07,4.253901,Deaths per 1000 live births,2011.5
Germany,Under-five mortality rate,Total,2010-07,4.149034,Deaths per 1000 live births,2010.5
Germany,Under-five mortality rate,Total,2009-07,4.218033,Deaths per 1000 live births,2009.5
Germany,Under-five mortality rate,Total,2008-07,4.286331,Deaths per 1000 live births,2008.5
Germany,Under-five mortality rate,Total,2007-07,4.675827,Deaths per 1000 live births,2007.5
Germany,Under-five mortality rate,Total,2006-07,4.519052,Deaths per 1000 live births,2006.5
Germany,Under-five mortality rate,Total,2005-07,4.685319,Deaths per 1000 live births,2005.5
Germany,Under-five mortality rate,Total,2004-07,4.946546,Deaths per 1000 live births,2004.5
Germany,Under-five mortality rate,Total,2003-07,5.067055,Deaths per 1000 live births,2003.5
Germany,Under-five mortality rate,Total,2002-07,5.072947,Deaths per 1000 live births,2002.5
